    94	 -75.623
   308	 -75.055
   182	 -74.934
   241	 -70.411
    32	 -70.384
   173	 -69.912
   269	 -69.846
   347	 -69.351
   261	 -68.063
   232	 -66.634
   315	 -66.512
   220	 -65.932
   164	 -65.783
     8	 -65.695
   227	 -65.076
   272	 -64.966
    63	 -64.947
    82	 -64.697
   181	 -64.313
   183	 -64.16
   200	 -63.903
   324	 -63.687
   135	 -63.419
   285	 -63.165
   210	 -63.098
    90	 -62.568
   162	 -62.508
   244	 -62.258
    98	 -61.134
   104	 -61.083
   207	 -60.952
   353	 -60.66
   253	 -60.361
   146	 -60.034
   289	 -59.582
   198	 -59.405
   239	 -59.322
   252	 -59.232
   267	 -59.142
    65	 -59.055
   179	 -59.046
     5	 -58.535
   317	 -58.263
   116	 -58.194
   335	 -57.707
   142	 -57.675
   110	 -57.636
   111	 -57.129
    36	 -57.07
   305	 -56.865
   109	 -56.553
    29	 -56.381
   351	 -56.251
   134	 -55.706
   218	 -55.681
   279	 -55.517
   339	 -55.5
   224	 -55.492
   292	 -55.259
   158	 -55.141
   295	 -55.069
   100	 -55.023
   309	 -54.927
   283	 -54.719
   336	 -54.517
   108	 -54.426
   103	 -54.379
   256	 -54.374
    59	 -54.371
   367	 -54.348
    25	 -54.335
   157	 -54.327
   168	 -54.248
   129	 -53.956
   343	 -53.934
    62	 -53.247
    93	 -53
   348	 -52.895
   354	 -52.817
   131	 -52.772
   334	 -52.58
     4	 -52.507
    54	 -52.465
   126	 -52.427
   119	 -51.752
   145	 -51.631
   212	 -51.504
    79	 -51.407
   366	 -51.382
   340	 -51.379
    67	 -50.866
   102	 -50.833
   282	 -50.765
   217	 -50.736
     2	 -50.619
   349	 -50.61
    71	 -50.568
   235	 -50.509
   337	 -50.498
   159	 -50.497
    39	 -50.122
   296	 -50.027
   151	 -49.942
   363	 -49.916
     6	 -49.734
    49	 -49.68
   174	 -49.663
   243	 -49.438
    76	 -49.344
   332	 -49.277
   364	 -49.226
   195	 -48.967
   265	 -48.727
    72	 -48.674
   287	 -48.472
   156	 -48.199
   136	 -47.939
    16	 -47.926
    12	 -47.446
   280	 -47.398
   237	 -47.036
   196	 -46.759
   199	 -46.632
   141	 -46.521
   112	 -46.489
   170	 -46.156
    64	 -46.153
   208	 -46.008
    97	 -45.909
    56	 -45.87
    57	 -45.797
   153	 -45.795
   204	 -45.678
   357	 -45.537
   359	 -45.497
   114	 -45.457
    89	 -44.728
   238	 -44.543
   333	 -44.114
   221	 -43.91
    91	 -43.909
   121	 -43.819
   299	 -43.812
   294	 -43.366
   231	 -43.276
    53	 -43.24
   167	 -43.179
   342	 -43.004
    26	 -42.889
   115	 -42.868
    30	 -42.836
   225	 -42.799
    38	 -42.686
   302	 -42.635
   149	 -42.565
    20	 -42.53
   297	 -42.358
    81	 -42.265
   223	 -42.234
   281	 -41.812
   123	 -41.705
    83	 -41.596
   150	 -41.564
   278	 -41.523
    60	 -41.377
   274	 -41.284
   101	 -41.186
   259	 -41.034
   187	 -40.987
   246	 -40.928
    95	 -40.919
    24	 -40.815
   113	 -40.685
     3	 -40.626
   258	 -40.473
   255	 -40.395
    50	 -40.367
    17	 -40.292
    80	 -40.276
   228	 -40.23
   314	 -40.142
   213	 -39.777
   215	 -39.703
   362	 -39.533
   177	 -39.476
     7	 -39.278
   330	 -39.13
   122	 -39.053
    51	 -38.935
    11	 -38.727
   222	 -38.68
   266	 -38.636
   327	 -38.546
   209	 -38.399
    61	 -38.306
   323	 -38.082
   143	 -37.896
    45	 -37.642
    21	 -37.606
    35	 -37.556
   291	 -37.387
   180	 -37.349
   160	 -37.264
   251	 -37.237
   290	 -37.164
   329	 -36.988
   132	 -36.948
    44	 -36.878
   233	 -36.766
    13	 -36.758
    99	 -36.667
    37	 -36.408
    40	 -36.384
   260	 -36.2
    92	 -36.003
   268	 -35.789
   254	 -35.768
    31	 -35.677
   148	 -35.664
   202	 -35.513
   284	 -35.33
    70	 -35.092
   356	 -34.868
   175	 -34.729
    10	 -34.723
   127	 -34.713
   226	 -34.62
     9	 -34.607
   216	 -34.528
   338	 -34.19
   139	 -33.834
   137	 -33.83
   271	 -33.799
   352	 -33.407
   360	 -33.405
   189	 -33.203
   192	 -33.149
   344	 -33.011
    66	 -32.93
   205	 -32.767
   107	 -32.559
   203	 -32.262
    88	 -31.973
   293	 -31.956
   125	 -31.905
   276	 -31.875
   350	 -31.84
   307	 -31.792
   313	 -31.202
   194	 -31.09
   190	 -31.025
   310	 -30.959
    86	 -30.838
   169	 -30.759
    34	 -30.691
   117	 -30.586
   124	 -30.522
   197	 -30.392
   130	 -30.36
   245	 -30.24
   365	 -30.234
    74	 -30.194
   140	 -29.942
   163	 -29.9
   144	 -29.671
   264	 -28.493
   106	 -28.079
    73	 -27.839
   161	 -27.206
   326	 -27.081
   286	 -26.468
   355	 -26.246
   118	 -25.062
   211	 -24.775
    27	 -24.716
    68	 -24.694
   298	 -24.414
   319	 -24.378
   316	 -23.881
   306	 -23.834
    58	 -23.681
   171	 -23.467
   178	 -23.282
     1	 -23.202
   346	 -23.161
    42	 -22.947
   273	 -22.184
   206	 -22.127
    77	 -21.933
   236	 -21.89
    84	 -21.177
   275	 -20.929
   120	 -20.489
   165	 -20.349
   105	 -20.286
   328	 -20.036
    43	 -19.986
   248	 -19.862
   321	 -19.694
   219	 -19.281
   147	 -19.088
   247	 -17.955
   320	 -17.496
   155	 -17.444
    69	 -17.324
   201	 -17.295
    15	 -17.208
   301	 -16.575
    96	 -16.427
    19	 -13.976
    33	 -13.815
    23	 -13.644
    75	 -13.637
    47	 -13.573
   300	 -12.957
   345	 -12.748
   341	 -12.47
   304	 -12.093
   361	 -11.44
   191	 -10.474
    14	 -9.583
    28	 -8.966
   288	 -7.831
   250	 -7.181
   188	 -6.866
   318	 -6.356
   193	 -6.239
   263	 -6.11
    78	 -5.819
    52	 -5.686
    85	 -5.616
   303	 -5.407
   331	 -4.612
   242	 -4.031
    46	 -3.682
   128	 -3.235
   176	 -2.94
    87	 -2.717
   230	 -1.872
   184	 0.733
   234	 0.874
   138	 1.631
    48	 2.329
   240	 3.184
   312	 4.186
    55	 4.741
   325	 6.238
   186	 6.502
   172	 7.726
   262	 7.807
    41	 11.254
   152	 12.511
   154	 12.659
   358	 13.54
   214	 14.292
   311	 19.396
   166	 19.995
   185	 20.299
   277	 21.617
    22	 22.874
   133	 23.991
   270	 38.894
   257	 46.658
   249	 68.586
   229	 75.588
   322	 235.477
    18	 445.275
